Co_100_1_NT_0.txt;4463;4.926;505;395;434
Co_100_1_NT_1.txt;4535;4.942;486;342;407
Co_100_1_NT_2.txt;4282;4.943;573;432;274
Co_100_1_NT_3.txt;4093;4.947;572;290;399
Co_100_1_NT_4.txt;5276;4.945;695;449;417
Co_100_1_NT_5.txt;3822;4.934;476;271;344
Co_100_1_NT_6.txt;4468;4.949;818;324;337
Co_100_1_NT_7.txt;4838;4.935;441;395;414
Co_100_1_NT_8.txt;4800;4.949;381;402;495
Co_100_1_NT_9.txt;6513;4.932;783;588;434
Co_100_1_T_0.txt;4291;4.942;353;352;514
Co_100_1_T_1.txt;4843;4.945;411;333;438
Co_100_1_T_2.txt;4682;4.937;331;463;334
Co_100_1_T_3.txt;4736;4.944;522;402;341
Co_100_1_T_4.txt;5361;4.952;598;370;503
Co_100_1_T_5.txt;3930;4.946;419;310;336
Co_100_1_T_6.txt;4786;4.931;647;301;409
Co_100_1_T_7.txt;5284;4.929;496;367;414
Co_100_1_T_8.txt;5028;4.931;282;320;582
Co_100_1_T_9.txt;6801;4.933;928;427;493
Co_100_20_NT_0.txt;3625;4.922;506;253;663
Co_100_20_NT_1.txt;3203;4.927;563;179;747
Co_100_20_NT_2.txt;2196;4.919;89;257;531
Co_100_20_NT_3.txt;2182;4.928;143;257;477
Co_100_20_NT_4.txt;2168;4.894;442;221;428
Co_100_20_NT_5.txt;2614;4.944;389;137;632
Co_100_20_NT_6.txt;2015;4.902;181;122;511
Co_100_20_NT_7.txt;2481;4.935;487;220;512
Co_100_20_NT_8.txt;3027;4.904;405;273;692
Co_100_20_NT_9.txt;2551;4.905;131;197;675
Co_100_20_T_0.txt;3662;4.887;465;311;638
Co_100_20_T_1.txt;3164;4.893;625;238;687
Co_100_20_T_2.txt;2207;4.946;134;239;528
Co_100_20_T_3.txt;2195;4.948;289;160;493
Co_100_20_T_4.txt;2172;4.930;446;267;396
Co_100_20_T_5.txt;2610;4.912;337;283;552
Co_100_20_T_6.txt;2005;4.929;182;117;514
Co_100_20_T_7.txt;2486;4.928;336;213;567
Co_100_20_T_8.txt;3032;4.945;509;230;686
Co_100_20_T_9.txt;2551;4.889;253;175;649
Co_300_20_NT_0.txt;7369;4.766;1676;521;1420
Co_300_20_NT_1.txt;7035;4.656;760;521;1676
Co_300_20_NT_10.txt;8101;4.744;1121;556;1899
Co_300_20_NT_11.txt;7643;4.798;777;646;1816
Co_300_20_NT_12.txt;8193;4.764;594;570;2042
Co_300_20_NT_13.txt;7580;4.767;1324;577;1659
Co_300_20_NT_14.txt;7681;4.762;924;510;1741
Co_300_20_NT_15.txt;8546;4.827;1235;603;1878
Co_300_20_NT_16.txt;7129;4.766;689;663;1703
Co_300_20_NT_17.txt;7191;4.727;906;669;1608
Co_300_20_NT_18.txt;8074;4.909;734;504;2039
Co_300_20_NT_19.txt;7556;4.765;679;516;1869
Co_300_20_NT_2.txt;7656;4.768;997;401;1844
Co_300_20_NT_3.txt;7165;4.749;936;557;1683
Co_300_20_NT_4.txt;8037;4.765;1183;579;1841
Co_300_20_NT_5.txt;6318;4.713;673;427;1526
Co_300_20_NT_6.txt;6998;4.785;835;450;1752
Co_300_20_NT_7.txt;6381;4.771;741;597;1477
Co_300_20_NT_8.txt;7019;4.864;596;333;1899
Co_300_20_NT_9.txt;7183;4.803;882;418;1821
Co_300_20_T_0.txt;7385;4.854;1643;509;1439
Co_300_20_T_1.txt;7045;4.726;935;516;1621
Co_300_20_T_10.txt;8102;4.793;1280;640;1790
Co_300_20_T_11.txt;7659;4.845;810;607;1831
Co_300_20_T_12.txt;8223;4.846;832;532;1988
Co_300_20_T_13.txt;7600;4.691;1335;660;1600
Co_300_20_T_14.txt;7647;4.833;1042;445;1745
Co_300_20_T_15.txt;8590;4.835;1412;771;1707
Co_300_20_T_16.txt;7140;4.791;691;719;1665
Co_300_20_T_17.txt;7227;4.744;860;626;1652
Co_300_20_T_18.txt;8047;4.907;738;622;1959
Co_300_20_T_19.txt;7505;4.741;915;587;1743
Co_300_20_T_2.txt;7677;4.753;996;523;1763
Co_300_20_T_3.txt;7174;4.804;891;497;1738
Co_300_20_T_4.txt;8055;4.843;1352;493;1842
Co_300_20_T_5.txt;6353;4.791;796;430;1483
Co_300_20_T_6.txt;6992;4.815;840;494;1721
Co_300_20_T_7.txt;6387;4.840;710;614;1476
Co_300_20_T_8.txt;7024;4.867;879;286;1836
Co_300_20_T_9.txt;7183;4.818;948;445;1781
Co_30_1_NT_0.txt;1041;4.950;164;23;104
Co_30_1_NT_1.txt;1756;4.949;126;132;198
Co_30_1_NT_2.txt;2342;4.951;272;76;179
Co_30_1_NT_3.txt;2105;4.943;326;142;129
Co_30_1_NT_4.txt;1477;4.945;160;201;108
Co_30_1_NT_5.txt;3008;4.938;229;252;157
Co_30_1_NT_6.txt;1623;4.949;187;83;193
Co_30_1_NT_7.txt;1032;4.945;215;140;64
Co_30_1_NT_8.txt;2291;4.943;251;281;116
Co_30_1_NT_9.txt;1564;4.944;179;136;136
Co_30_1_T_0.txt;1105;4.950;85;31;125
Co_30_1_T_1.txt;1797;4.944;45;150;213
Co_30_1_T_2.txt;2440;4.950;236;85;185
Co_30_1_T_3.txt;2073;4.946;339;119;140
Co_30_1_T_4.txt;1547;4.942;136;228;98
Co_30_1_T_5.txt;2892;4.942;239;209;182
Co_30_1_T_6.txt;1592;4.945;155;116;182
Co_30_1_T_7.txt;1396;4.949;130;103;117
Co_30_1_T_8.txt;2012;4.950;260;304;98
Co_30_1_T_9.txt;1827;4.945;248;89;144
Co_30_20_NT_0.txt;719;4.945;247;47;126
Co_30_20_NT_1.txt;901;4.939;174;77;189
Co_30_20_NT_2.txt;872;4.949;155;30;219
Co_30_20_NT_3.txt;457;4.946;10;63;107
Co_30_20_NT_4.txt;706;4.951;80;33;183
Co_30_20_NT_5.txt;827;4.951;193;56;174
Co_30_20_NT_6.txt;437;4.947;18;34;117
Co_30_20_NT_7.txt;984;4.941;146;33;182
Co_30_20_NT_8.txt;937;4.944;50;48;262
Co_30_20_NT_9.txt;1132;4.944;134;54;266
Co_30_20_T_0.txt;719;4.946;184;56;141
Co_30_20_T_1.txt;895;4.944;118;132;171
Co_30_20_T_2.txt;872;4.940;77;60;225
Co_30_20_T_3.txt;457;4.946;25;72;96
Co_30_20_T_4.txt;721;4.949;100;8;193
Co_30_20_T_5.txt;827;4.945;193;38;186
Co_30_20_T_6.txt;437;4.947;19;50;106
Co_30_20_T_7.txt;991;4.948;154;53;166
Co_30_20_T_8.txt;933;4.947;129;64;225
Co_30_20_T_9.txt;1143;4.940;74;87;264
